,event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
13,2019-11-01 00:00:04 UTC,view,34600011,2060981320581906480,,,20.54,512416379,4dfe2c67-e537-4dc2-ae69-0b65263db091
14,2019-11-01 00:00:05 UTC,view,4600658,2053013563944993659,appliances.kitchen.dishwasher,samsung,411.83,526595547,aab33a9a-29c3-4d50-84c1-8a2bc9256104
15,2019-11-01 00:00:06 UTC,view,24900193,2053013562183385881,,,1.09,512651494,f603c815-f51a-46fe-9404-cb586e35edaf
16,2019-11-01 00:00:07 UTC,view,27400066,2053013563391345499,,,8.55,551061950,3f6112f1-5695-4e88-bb0a-49f9e36658ff
17,2019-11-01 00:00:07 UTC,view,5100503,2053013553375346967,,xiaomi,22.68,520037415,f54fa96a-f3f2-43ac-99a4-fcb2a449dd36
18,2019-11-01 00:00:07 UTC,view,1004566,2053013555631882655,electronics.smartphone,huawei,164.84,566265908,52c2c76c-b79e-4794-86ff-badc76d35f5a
19,2019-11-01 00:00:08 UTC,view,1307115,2053013558920217191,computers.notebook,hp,411.59,514028527,df8184cc-3694-4549-8c8c-6b5171877376
20,2019-11-01 00:00:08 UTC,view,12719154,2053013553559896355,,yokohama,88.81,512376444,f7e8ffaa-5103-47f3-90ab-c30f313770c0
21,2019-11-01 00:00:08 UTC,view,1004708,2053013555631882655,electronics.smartphone,huawei,151.99,566143627,aa610ab3-5c60-4551-8a2b-8c999dddf843
22,2019-11-01 00:00:08 UTC,view,26022534,2053013562837697343,,,7.07,566280860,341a87d8-8cf4-4b4a-8b7d-749380697af1
23,2019-11-01 00:00:08 UTC,view,17200558,2053013559792632471,furniture.living_room.sofa,,591.78,566280536,34e7a822-0b93-4a9a-8ce0-bae4cadb21d8
24,2019-11-01 00:00:09 UTC,view,17300016,2053013553853497655,,trussardi,55.33,563769246,95ab5d5d-be19-4118-84e9-534d65b7a687
25,2019-11-01 00:00:09 UTC,view,26019863,2053013562837697343,,,11.79,566280860,341a87d8-8cf4-4b4a-8b7d-749380697af1
26,2019-11-01 00:00:09 UTC,view,17501048,2053013558752445019,,eveline,7.59,515849878,31e80b9c-e5b3-437b-9112-c2a110e5c38a
27,2019-11-01 00:00:10 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,949.47,562079864,0fe64462-83eb-4131-ab00-8e764dd995c3
28,2019-11-01 00:00:10 UTC,view,1307350,2053013558920217191,computers.notebook,acer,514.79,513741043,82f7f972-346a-41f1-ae58-3ccf1edf6726
29,2019-11-01 00:00:11 UTC,view,1307340,2053013558920217191,computers.notebook,asus,360.34,520772685,816a59f3-f5ae-4ccd-9b23-82aa8c23d33c
30,2019-11-01 00:00:11 UTC,view,41100055,2090228413959766319,,,38.07,562234311,4cbd502f-b1df-4bcf-a1cb-78bb18c37e70
31,2019-11-01 00:00:12 UTC,view,16700826,2053013559901684381,furniture.kitchen.chair,nika,47.77,566255262,173d7b72-1db7-4638-8207-be8148bf3c9f
32,2019-11-01 00:00:12 UTC,view,30100041,2053013556110033341,,,23.4,532704496,cf2c87cc-a4ea-4c98-add1-f916c68e86ca
33,2019-11-01 00:00:12 UTC,view,22700205,2053013556168753601,,matrix,23.14,564599988,d67efe84-f47e-44dd-8abf-a9122c706acd
34,2019-11-01 00:00:12 UTC,view,10800182,2053013554994348409,,redmond,61.1,527322328,5054190a-46cb-4211-a8f1-16fc1a060ed8
35,2019-11-01 00:00:12 UTC,view,52000058,2137704922018218396,,tomfarr,127.42,517702267,42599d98-752a-4fd8-a485-d8d03a753dbb
36,2019-11-01 00:00:13 UTC,view,15200565,2053013553484398879,,hyper,54.06,518758107,f617be3c-8447-4aaf-b9b7-2e23a21a8b58
37,2019-11-01 00:00:13 UTC,view,4804194,2053013554658804075,electronics.audio.headphone,acme,69.24,565731881,5d8cb7aa-ca44-4705-809d-53c97b497e16
38,2019-11-01 00:00:13 UTC,view,3701016,2053013565983425517,appliances.environment.vacuum,tefal,108.09,566278257,5cafe67a-3c46-4b47-a46a-ab30de4356bc
39,2019-11-01 00:00:14 UTC,view,1002544,2053013555631882655,electronics.smartphone,apple,458.28,549256216,dcbdc6e4-cd49-4ee8-95c5-e85f3c618fa1
40,2019-11-01 00:00:14 UTC,cart,1005014,2053013555631882655,electronics.smartphone,samsung,503.09,533326659,6b928be2-2bce-4640-8296-0efdf2fda22a
41,2019-11-01 00:00:14 UTC,view,27800054,2079713978300236035,,,119.69,565131688,95c9377b-f56e-4775-ae49-abd8d952915b
42,2019-11-01 00:00:14 UTC,view,2201037,2053013560555995845,,canon,437.29,517811633,97dc1638-90ea-450a-8499-a31fd8f2e9b1
43,2019-11-01 00:00:15 UTC,view,3901174,2053013552326770905,appliances.environment.water_heater,oasis,32.66,513200477,742aba02-727b-4d15-9222-6484ac846173
44,2019-11-01 00:00:15 UTC,view,4600603,2053013563944993659,appliances.kitchen.dishwasher,bosch,684.44,526595547,aab33a9a-29c3-4d50-84c1-8a2bc9256104
45,2019-11-01 00:00:16 UTC,view,4100297,2053013561218695907,,sony,511.13,551977964,2058fb5d-047d-46a9-913f-b3b62f3b697c
46,2019-11-01 00:00:16 UTC,view,18100047,2053013557955527211,,rezult,15.62,551078379,57dc2a56-6557-40c0-93b5-b4c7071d3866
47,2019-11-01 00:00:16 UTC,view,2300214,2053013560530830019,electronics.camera.video,,386.08,537931532,22c57267-da98-4f28-9a9c-18bb5b385193
48,2019-11-01 00:00:16 UTC,view,26400585,2053013563651392361,,lucente,248.66,533351761,6229f7bc-7440-44dc-8768-d924071fb879
49,2019-11-01 00:00:17 UTC,view,1005161,2053013555631882655,electronics.smartphone,xiaomi,211.92,513351129,e6b7ce9b-1938-4e20-976c-8b4163aea11d
50,2019-11-01 00:00:17 UTC,view,21406939,2053013561579406073,electronics.clocks,tissot,895.78,513118352,4c14bf2a-2820-4504-929d-046356a5a204
51,2019-11-01 00:00:17 UTC,view,1800729,2053013554415534427,electronics.video.tv,samsung,289.33,515782589,f2081cf0-0ee3-4bf1-9b40-e5e580f9ace3
52,2019-11-01 00:00:17 UTC,view,43200121,2146660887346282824,apparel.tshirt,goodloot,8.73,566175330,680fb144-6940-4931-85e6-16dda8d4e2d5
53,2019-11-01 00:00:18 UTC,view,44300043,2100825583029060150,apparel.jeans,,40.16,545220871,f278cca0-e0f6-49a3-819a-d961998282d5
54,2019-11-01 00:00:18 UTC,view,1003317,2053013555631882655,electronics.smartphone,apple,928.18,532647354,d2d3d2c6-631d-489e-9fb5-06f340b85be0
55,2019-11-01 00:00:18 UTC,view,16700826,2053013559901684381,furniture.kitchen.chair,nika,47.77,566255262,173d7b72-1db7-4638-8207-be8148bf3c9f
56,2019-11-01 00:00:18 UTC,view,10701060,2053013561277416167,,,66.9,512996121,23375068-25db-44fd-86a8-52123e47e93e
57,2019-11-01 00:00:19 UTC,view,27400066,2053013563391345499,,,8.55,551061950,3f6112f1-5695-4e88-bb0a-49f9e36658ff
58,2019-11-01 00:00:19 UTC,view,25600085,2053013559675191951,,brw,134.37,522031876,39d48518-9fca-4df3-9724-950cd6ec44eb
59,2019-11-01 00:00:19 UTC,view,26100002,2053013553887052089,,sulu,51.48,520956879,88e782d0-cb8f-4b25-b09c-6dd9bce06832
60,2019-11-01 00:00:19 UTC,view,22700067,2053013556168753601,,force,83.91,548645138,4e61a6a1-0876-4acb-a913-a25c690982e1
61,2019-11-01 00:00:19 UTC,view,24400437,2053013563215184719,,kirkland,28.19,515132797,714ead66-9c6b-4098-8d57-f855384a93a7
62,2019-11-01 00:00:20 UTC,view,1307095,2053013558920217191,computers.notebook,lenovo,385.85,520772685,816a59f3-f5ae-4ccd-9b23-82aa8c23d33c
63,2019-11-01 00:00:22 UTC,view,31000152,2055156924315337497,,humminbird,733.61,565841773,5b102238-1d7c-455a-91b9-11a8299b3d7d
64,2019-11-01 00:00:22 UTC,view,37900026,2152167773222993940,,merelani,105.54,565098257,dfbfd3f3-9347-45a1-b572-ec3897d327dc
65,2019-11-01 00:00:23 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,128.42,436701163,50de79b1-b0ec-42c0-bbe0-8b5d2dc33e1e
66,2019-11-01 00:00:23 UTC,view,12720378,2053013553559896355,,roadx,50.19,550193582,6b4de9ac-76e5-e412-eb8e-b42dea7cfb24
67,2019-11-01 00:00:23 UTC,view,16000004,2053013558223962683,,rondell,43.73,550043341,200ebe4a-40e6-4c3f-8ba7-e14bf2bbc1a6
68,2019-11-01 00:00:23 UTC,view,12300928,2053013556311359947,construction.tools.drill,dewalt,98.51,517081324,bd1d99b3-0c06-4e1c-a6fe-8c797ff574dc
69,2019-11-01 00:00:23 UTC,view,1004877,2053013555631882655,electronics.smartphone,xiaomi,84.65,516826105,55d5be8e-8a4f-4691-b192-93c9193e3b1d
70,2019-11-01 00:00:24 UTC,view,10301494,2053013553115300101,,welly,5.77,521368162,375da15e-023b-47a5-88f9-828c28637359
71,2019-11-01 00:00:24 UTC,view,50600046,2134905044833666047,auto.accessories.compressor,denzel,157.28,513998949,a7b196d9-afe5-4dc8-9648-d578fef55abf
72,2019-11-01 00:00:25 UTC,view,12719892,2053013553559896355,,nokian,252.77,512376444,f7e8ffaa-5103-47f3-90ab-c30f313770c0
73,2019-11-01 00:00:26 UTC,view,22700324,2053013556168753601,,bosch,20.77,564599988,d67efe84-f47e-44dd-8abf-a9122c706acd
74,2019-11-01 00:00:26 UTC,view,16700690,2053013559901684381,furniture.kitchen.chair,mamadoma,34.75,566255262,173d7b72-1db7-4638-8207-be8148bf3c9f
75,2019-11-01 00:00:26 UTC,view,6500912,2053013554155487563,computers.components.motherboard,asus,287.83,512370912,daf0bf99-adf1-4877-8308-ae4557b6f01b
76,2019-11-01 00:00:26 UTC,view,13102283,2053013553526341921,,arrivo,91.12,521324982,627c9b29-49fa-4676-8c1d-15ace3e75ed2
77,2019-11-01 00:00:27 UTC,view,1600557,2053013553056579841,computers.peripherals.printer,canon,151.14,552249856,ebfe62dd-197a-4696-9344-75b4d15f43a0
78,2019-11-01 00:00:27 UTC,view,17300072,2053013553853497655,,trussardi,61.75,563769246,95ab5d5d-be19-4118-84e9-534d65b7a687
79,2019-11-01 00:00:27 UTC,view,1004237,2053013555631882655,electronics.smartphone,apple,1091.33,565404816,d9cf0ac4-c3ec-4e1f-83aa-326b1e7b1581
80,2019-11-01 00:00:27 UTC,view,15200567,2053013553484398879,,t-rex,46.16,518758107,f617be3c-8447-4aaf-b9b7-2e23a21a8b58
81,2019-11-01 00:00:27 UTC,view,12708937,2053013553559896355,,michelin,72.72,513726400,db621522-4ce9-457c-b945-976775ca5389
82,2019-11-01 00:00:28 UTC,view,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.8,543653226,ab310b47-1eb2-45f8-8e5b-21ab2010925a
83,2019-11-01 00:00:28 UTC,view,17301495,2053013553853497655,,chanel,171.17,561587266,755422e7-9040-477b-9bd2-6a6e8fd97387
84,2019-11-01 00:00:28 UTC,view,1004990,2053013555631882655,electronics.smartphone,oppo,257.38,514171705,168955ad-db0f-4f0f-b71b-5dd8cfc9e113
85,2019-11-01 00:00:28 UTC,view,17800132,2053013559868129947,computers.desktop,,51.46,529388957,f6835635-57e4-45f7-97e7-383abc59c152
86,2019-11-01 00:00:29 UTC,view,5701331,2053013553970938175,auto.accessories.player,ams,221.37,566279704,efd58a11-6fbf-4aa2-86c1-aad172f32fac
87,2019-11-01 00:00:29 UTC,view,1307338,2053013558920217191,computers.notebook,asus,849.42,530857208,c69f9c63-7098-426c-97d9-8cb94a0a1083
88,2019-11-01 00:00:30 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,242.63,559213679,20a1a879-3cff-4d9a-9fc1-09bb9624e0d6
89,2019-11-01 00:00:30 UTC,view,38900011,2085718636156158307,,,40.93,515764001,57d79510-85e9-4dcd-b0c6-96d9befb3cd9
90,2019-11-01 00:00:31 UTC,view,32900064,2055156924407612189,accessories.bag,fisherman,48.43,565841773,5b102238-1d7c-455a-91b9-11a8299b3d7d
91,2019-11-01 00:00:35 UTC,view,2701305,2053013563911439225,appliances.kitchen.refrigerators,samsung,499.94,524356542,153f9818-4d32-4e8b-ba9f-f355094e8ae4
92,2019-11-01 00:00:35 UTC,view,44300009,2100825583029060150,apparel.jeans,,50.45,545220871,f278cca0-e0f6-49a3-819a-d961998282d5
93,2019-11-01 00:00:35 UTC,view,4804151,2053013554658804075,electronics.audio.headphone,acme,51.22,565731881,5d8cb7aa-ca44-4705-809d-53c97b497e16
94,2019-11-01 00:00:36 UTC,view,29900072,2059484601444729123,,peda,900.92,540807712,49b11fc0-1c43-4987-8e5b-3f470d0a5276
95,2019-11-01 00:00:36 UTC,view,1004184,2053013555631882655,electronics.smartphone,xiaomi,463.15,520088904,4d3b30da-a5e4-49df-b1a8-ba5943f1dd33
96,2019-11-01 00:00:36 UTC,view,1003316,2053013555631882655,electronics.smartphone,apple,928.38,544501248,e330d051-37ad-4dc3-b1ee-ff16a28b7998
97,2019-11-01 00:00:37 UTC,view,21408240,2053013561579406073,electronics.clocks,tissot,861.28,513118352,4c14bf2a-2820-4504-929d-046356a5a204
98,2019-11-01 00:00:38 UTC,view,2701419,2053013563911439225,appliances.kitchen.refrigerators,,166.23,559215873,26ca9bd8-21bd-47b9-b227-b6a083bde2a7
99,2019-11-01 00:00:39 UTC,view,10800076,2053013554994348409,,redmond,64.33,527322328,5054190a-46cb-4211-a8f1-16fc1a060ed8
100,2019-11-01 00:00:39 UTC,view,6700582,2053013554247762257,computers.components.videocards,palit,170.63,543124499,58d5c559-5358-48bb-9f25-9a0d43297f9b
101,2019-11-01 00:00:40 UTC,view,1005116,2053013555631882655,electronics.smartphone,apple,1013.86,532647354,d2d3d2c6-631d-489e-9fb5-06f340b85be0
102,2019-11-01 00:00:40 UTC,view,24400437,2053013563215184719,,kirkland,28.19,515132797,714ead66-9c6b-4098-8d57-f855384a93a7
103,2019-11-01 00:00:40 UTC,view,1307115,2053013558920217191,computers.notebook,hp,411.59,514028527,df8184cc-3694-4549-8c8c-6b5171877376
104,2019-11-01 00:00:41 UTC,view,2200958,2053013560555995845,,canon,280.05,517811633,97dc1638-90ea-450a-8499-a31fd8f2e9b1
105,2019-11-01 00:00:41 UTC,view,1004241,2053013555631882655,electronics.smartphone,apple,1173.6,565404816,d9cf0ac4-c3ec-4e1f-83aa-326b1e7b1581
106,2019-11-01 00:00:41 UTC,view,1307322,2053013558920217191,computers.notebook,hp,390.98,520772685,816a59f3-f5ae-4ccd-9b23-82aa8c23d33c
107,2019-11-01 00:00:41 UTC,purchase,13200605,2053013557192163841,furniture.bedroom.bed,,566.3,559368633,d6034fa2-41fb-4ac0-9051-55ea9fc9147a
108,2019-11-01 00:00:41 UTC,view,41100058,2090228413959766319,,,50.43,562234311,4cbd502f-b1df-4bcf-a1cb-78bb18c37e70
109,2019-11-01 00:00:41 UTC,view,1004237,2053013555631882655,electronics.smartphone,apple,1091.33,519277091,62fadce6-aa4a-4dde-92fc-c04c22982df5
110,2019-11-01 00:00:41 UTC,view,1004840,2053013555631882655,electronics.smartphone,huawei,946.73,565059361,42eaf6de-3804-46ca-94ea-2ac12834ff70
111,2019-11-01 00:00:42 UTC,view,12720155,2053013553559896355,,aoteli,58.17,512376444,f7e8ffaa-5103-47f3-90ab-c30f313770c0
112,2019-11-01 00:00:42 UTC,view,17300072,2053013553853497655,,trussardi,61.75,563769246,95ab5d5d-be19-4118-84e9-534d65b7a687
113,2019-11-01 00:00:42 UTC,view,18100030,2053013557955527211,,tarkett,17.49,551078379,57dc2a56-6557-40c0-93b5-b4c7071d3866
114,2019-11-01 00:00:42 UTC,view,2700598,2053013563911439225,appliances.kitchen.refrigerators,indesit,314.08,539701280,a9e5a322-c765-d52d-b382-07af17908468
115,2019-11-01 00:00:43 UTC,view,5100851,2053013553375346967,,honor,47.62,556727865,4478e949-dcde-412f-a1aa-987c62243398
116,2019-11-01 00:00:44 UTC,view,17301611,2053013553853497655,,,47.32,561587266,755422e7-9040-477b-9bd2-6a6e8fd97387
117,2019-11-01 00:00:44 UTC,view,44300026,2100825583029060150,apparel.jeans,,46.08,545220871,f278cca0-e0f6-49a3-819a-d961998282d5
118,2019-11-01 00:00:45 UTC,view,5700662,2053013553970938175,auto.accessories.player,,180.18,566280946,9b9c18a3-9a35-4e73-8c93-0c125da4ee88
119,2019-11-01 00:00:45 UTC,view,12301394,2053013556311359947,construction.tools.drill,dewalt,226.83,517081324,bd1d99b3-0c06-4e1c-a6fe-8c797ff574dc
120,2019-11-01 00:00:46 UTC,view,1307255,2053013558920217191,computers.notebook,lenovo,514.79,557799444,242b6d4d-720e-49a0-9928-06e4c5d24b3d
121,2019-11-01 00:00:47 UTC,view,1003461,2053013555631882655,electronics.smartphone,xiaomi,489.07,520088904,4d3b30da-a5e4-49df-b1a8-ba5943f1dd33
122,2019-11-01 00:00:48 UTC,view,13600340,2053013557477376525,furniture.bathroom.bath,,70.27,518656487,a4fa3765-f630-436d-804d-cf768cee37de
123,2019-11-01 00:00:48 UTC,view,4100297,2053013561218695907,,sony,511.13,551977964,2058fb5d-047d-46a9-913f-b3b62f3b697c
124,2019-11-01 00:00:48 UTC,view,52000038,2137704922018218396,,harley-davidson,751.63,517702267,42599d98-752a-4fd8-a485-d8d03a753dbb
125,2019-11-01 00:00:48 UTC,view,7100133,2053013555464110485,furniture.bedroom.bed,,136.4,517100968,f18bdf17-fef4-4b39-a569-fe942ee969f3
126,2019-11-01 00:00:49 UTC,view,22700202,2053013556168753601,,stels,182.76,548645138,4e61a6a1-0876-4acb-a913-a25c690982e1
127,2019-11-01 00:00:49 UTC,view,1004834,2053013555631882655,electronics.smartphone,samsung,172.22,566265908,52c2c76c-b79e-4794-86ff-badc76d35f5a
128,2019-11-01 00:00:49 UTC,view,1004833,2053013555631882655,electronics.smartphone,samsung,172.23,553334193,785adf39-23b3-42f7-b96d-9710da3766fa
129,2019-11-01 00:00:50 UTC,view,5800506,2053013553945772349,electronics.audio.subwoofer,avatar,41.19,551943550,9c5bc5aa-1b0a-48f9-963c-e04aa3163bbc
130,2019-11-01 00:00:50 UTC,view,15100337,2053013557024391671,,,257.15,566280709,faa653f3-4ab8-466d-8f52-ce2eec58abc7
131,2019-11-01 00:00:50 UTC,view,1005234,2053013555631882655,electronics.smartphone,xiaomi,398.72,520088904,4d3b30da-a5e4-49df-b1a8-ba5943f1dd33
132,2019-11-01 00:00:50 UTC,view,15100148,2053013557024391671,,lider,378.36,518001730,2a0ecdca-256f-4917-bfae-c7cbcea513a3
133,2019-11-01 00:00:51 UTC,view,1307012,2053013558920217191,computers.notebook,apple,2342.15,530857208,c69f9c63-7098-426c-97d9-8cb94a0a1083
134,2019-11-01 00:00:51 UTC,view,21408240,2053013561579406073,electronics.clocks,tissot,861.28,513118352,4c14bf2a-2820-4504-929d-046356a5a204
135,2019-11-01 00:00:51 UTC,view,24400437,2053013563215184719,,kirkland,28.19,515132797,714ead66-9c6b-4098-8d57-f855384a93a7
136,2019-11-01 00:00:52 UTC,view,36600031,2070747671722722162,,,114.03,512887245,f48492eb-b354-4d0b-a6c8-796e2fb04962
137,2019-11-01 00:00:53 UTC,view,1307065,2053013558920217191,computers.notebook,hp,406.68,520772685,816a59f3-f5ae-4ccd-9b23-82aa8c23d33c
138,2019-11-01 00:00:53 UTC,view,22700007,2053013556168753601,,kolner,25.48,564599988,d67efe84-f47e-44dd-8abf-a9122c706acd
139,2019-11-01 00:00:54 UTC,view,26404402,2053013563651392361,,lucente,49.68,518045858,3a749cfc-b9e7-4ca8-9256-55456b37bc48
140,2019-11-01 00:00:55 UTC,view,15800155,2053013560144954031,,denzel,76.45,540634732,27999416-d083-44c4-aedd-fa36be5080ea
141,2019-11-01 00:00:55 UTC,view,1307519,2053013558920217191,computers.notebook,acer,1209.55,536638900,e1e8125d-da26-49ee-a6fa-78b3ff8dc341
142,2019-11-01 00:00:56 UTC,view,12708937,2053013553559896355,,michelin,72.72,532364121,0a899268-31eb-46de-898d-09b2da950b24
143,2019-11-01 00:00:56 UTC,view,50600085,2134905044833666047,auto.accessories.compressor,laston,113.93,513998949,a7b196d9-afe5-4dc8-9648-d578fef55abf
144,2019-11-01 00:00:56 UTC,view,1003316,2053013555631882655,electronics.smartphone,apple,928.38,544501248,e330d051-37ad-4dc3-b1ee-ff16a28b7998
145,2019-11-01 00:00:56 UTC,view,30000218,2127425436764865054,construction.tools.welding,magnetta,254.78,515240495,0253151d-5c84-4809-ba02-38ac405494e1
146,2019-11-01 00:00:58 UTC,view,1004322,2053013555631882655,electronics.smartphone,huawei,334.37,566280567,8cd74350-34e7-423b-ab02-53108a89354b
147,2019-11-01 00:00:58 UTC,view,22700084,2053013556168753601,,force,244.28,559033632,fe9544f7-0c09-4c85-a2f7-1d978a2710be
148,2019-11-01 00:00:59 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,242.63,531148230,57a91bce-a1fb-4609-bb26-d53430dc6618
149,2019-11-01 00:00:59 UTC,view,12710321,2053013553559896355,,yokohama,70.53,530447253,1d5afdd2-e6c3-4532-b9be-f1ebd13def75
150,2019-11-01 00:01:00 UTC,view,27800061,2079713978300236035,,,118.41,565131688,95c9377b-f56e-4775-ae49-abd8d952915b
151,2019-11-01 00:01:00 UTC,view,17601982,2053013558895051365,,evelinecosmetics,7.34,515849878,31e80b9c-e5b3-437b-9112-c2a110e5c38a
152,2019-11-01 00:01:01 UTC,view,5000088,2053013566100866035,appliances.sewing_machine,janome,293.65,550437059,06748e12-e59a-4111-b5bb-978618c6156d
153,2019-11-01 00:01:01 UTC,view,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.8,543653226,ab310b47-1eb2-45f8-8e5b-21ab2010925a
154,2019-11-01 00:01:01 UTC,view,1600587,2053013553056579841,computers.peripherals.printer,epson,203.84,552249856,ebfe62dd-197a-4696-9344-75b4d15f43a0
155,2019-11-01 00:01:02 UTC,view,17301421,2053013553853497655,,givenchy,77.22,561587266,755422e7-9040-477b-9bd2-6a6e8fd97387
156,2019-11-01 00:01:02 UTC,view,1004720,2053013555631882655,electronics.smartphone,huawei,125.61,566143627,aa610ab3-5c60-4551-8a2b-8c999dddf843
157,2019-11-01 00:01:02 UTC,view,4600603,2053013563944993659,appliances.kitchen.dishwasher,bosch,684.44,526595547,aab33a9a-29c3-4d50-84c1-8a2bc9256104
158,2019-11-01 00:01:02 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,128.42,518398361,282cd4e9-b89a-42c2-b04d-0ffdd119d3c3
159,2019-11-01 00:01:03 UTC,view,1005116,2053013555631882655,electronics.smartphone,apple,1013.86,544896141,80a43be5-1e98-44ec-b60e-5c107c51c839
160,2019-11-01 00:01:03 UTC,view,4600541,2053013563944993659,appliances.kitchen.dishwasher,beko,298.16,527322328,5054190a-46cb-4211-a8f1-16fc1a060ed8
161,2019-11-01 00:01:03 UTC,view,41100050,2090228413959766319,,brw,84.69,562234311,4cbd502f-b1df-4bcf-a1cb-78bb18c37e70
162,2019-11-01 00:01:03 UTC,view,1306571,2053013558920217191,computers.notebook,acer,2312.8,530857208,c69f9c63-7098-426c-97d9-8cb94a0a1083
163,2019-11-01 00:01:03 UTC,view,5700352,2053013553970938175,auto.accessories.player,pioneer,229.09,566279704,efd58a11-6fbf-4aa2-86c1-aad172f32fac
164,2019-11-01 00:01:03 UTC,view,53900036,2144916515806248980,construction.tools.saw,dwt,48.35,565386300,87fa5d96-59bd-465c-87fb-8aac39baa571
165,2019-11-01 00:01:03 UTC,view,1003869,2053013555631882655,electronics.smartphone,xiaomi,167.02,532572658,b1df0fce-6e03-47cc-b777-782b77b1b100
166,2019-11-01 00:01:04 UTC,view,38900011,2085718636156158307,,,40.93,515764001,57d79510-85e9-4dcd-b0c6-96d9befb3cd9
167,2019-11-01 00:01:04 UTC,view,13100745,2053013553526341921,,skad,177.1,531968973,db237ad5-149f-4019-8533-67b61dca4bf9
168,2019-11-01 00:01:04 UTC,purchase,1005161,2053013555631882655,electronics.smartphone,xiaomi,211.92,513351129,e6b7ce9b-1938-4e20-976c-8b4163aea11d
169,2019-11-01 00:01:05 UTC,view,5100797,2053013553341792533,electronics.clocks,garmin,2239.44,521368162,375da15e-023b-47a5-88f9-828c28637359
170,2019-11-01 00:01:06 UTC,view,16700384,2053013559901684381,furniture.kitchen.chair,,36.78,566255262,173d7b72-1db7-4638-8207-be8148bf3c9f
171,2019-11-01 00:01:07 UTC,view,29900072,2059484601444729123,,peda,900.92,540807712,49b11fc0-1c43-4987-8e5b-3f470d0a5276
172,2019-11-01 00:01:08 UTC,view,1305977,2053013558920217191,computers.notebook,apple,2496.59,530857208,c69f9c63-7098-426c-97d9-8cb94a0a1083
173,2019-11-01 00:01:09 UTC,view,2702611,2053013563911439225,appliances.kitchen.refrigerators,arg,128.68,559215873,26ca9bd8-21bd-47b9-b227-b6a083bde2a7
174,2019-11-01 00:01:09 UTC,view,1004779,2053013555631882655,electronics.smartphone,xiaomi,195.37,546964762,076ca666-e8fd-49d3-a2e2-24b953ef7f9e
175,2019-11-01 00:01:10 UTC,view,24400436,2053013563215184719,,kirkland,10.17,515132797,714ead66-9c6b-4098-8d57-f855384a93a7
176,2019-11-01 00:01:10 UTC,view,5701331,2053013553970938175,auto.accessories.player,ams,221.37,566279704,efd58a11-6fbf-4aa2-86c1-aad172f32fac
177,2019-11-01 00:01:10 UTC,view,16900083,2053013558433677895,furniture.kitchen.table,brw,207.21,548719875,68bc6a85-ba5a-4688-a95f-bc506bcd1d40
178,2019-11-01 00:01:10 UTC,view,26204072,2053013563693335403,,,277.23,516754459,1784d609-b568-44d0-829c-1acf363fd99d
